"crrdr_d","nCountries","Countries"
"CORR0001",1,"CRI"
"CORR0002",1,"CRI"
"CORR0003",1,"CRI"
"CORR0004",1,"CRI"
"CORR0005",1,"CRI"
"CORR0006",1,"CRI"
"CORR0007",1,"CRI"
"CORR0008",1,"CRI"
"CORR0009",1,"CRI"
"CORR0010",1,"CRI"
"CORR0011",1,"CRI"
"CORR0012",1,"CRI"
"CORR0013",1,"CRI"
"CORR0014",1,"CRI"
"CORR0015",1,"CRI"
"CORR0016",2,"GTM, MEX"
"CORR0017",2,"GTM, MEX"
"CORR0018",2,"GTM, MEX"
"CORR0019",2,"GTM, MEX"
"CORR0020",2,"GTM, MEX"
"CORR0021",3,"BLZ, GTM, HND"
"CORR0022",2,"BLZ, GTM"
"CORR0023",3,"BLZ, GTM, HND"
"CORR0024",3,"BLZ, GTM, HND"
"CORR0025",2,"BLZ, GTM"
"CORR0026",1,"NIC"
"CORR0027",2,"HND, NIC"
"CORR0028",2,"HND, NIC"
"CORR0029",2,"HND, NIC"
"CORR0030",2,"HND, NIC"
"CORR0031",1,"MEX"
"CORR0032",1,"MEX"
"CORR0033",1,"MEX"
"CORR0034",1,"MEX"
"CORR0035",1,"MEX"
"CORR0036",1,"MEX"
"CORR0037",1,"MEX"
"CORR0038",1,"MEX"
"CORR0039",1,"MEX"
"CORR0040",1,"MEX"
"CORR0041",1,"MEX"
"CORR0042",1,"MEX"
"CORR0043",1,"MEX"
"CORR0044",1,"MEX"
"CORR0045",1,"MEX"
"CORR0046",2,"GTM, MEX"
"CORR0047",2,"GTM, MEX"
"CORR0048",2,"GTM, MEX"
"CORR0049",2,"GTM, MEX"
"CORR0050",2,"GTM, MEX"
"CORR0051",2,"CRI, NIC"
"CORR0052",2,"CRI, NIC"
"CORR0053",2,"CRI, NIC"
"CORR0054",2,"CRI, NIC"
"CORR0055",2,"CRI, NIC"
"CORR0056",4,"BLZ, GTM, HND, MEX"
"CORR0057",4,"BLZ, GTM, HND, MEX"
"CORR0058",4,"BLZ, GTM, HND, MEX"
"CORR0059",2,"GTM, MEX"
"CORR0060",4,"BLZ, GTM, HND, MEX"
"CORR0061",1,"MEX"
"CORR0062",1,"MEX"
"CORR0063",1,"MEX"
"CORR0064",1,"MEX"
"CORR0065",1,"MEX"
"CORR0066",1,"NIC"
"CORR0067",2,"HND, NIC"
"CORR0068",2,"HND, NIC"
"CORR0069",2,"HND, NIC"
"CORR0070",2,"HND, NIC"
"CORR0071",2,"GTM, HND"
"CORR0072",2,"GTM, HND"
"CORR0073",1,"GTM"
"CORR0074",2,"GTM, HND"
"CORR0075",1,"GTM"
"CORR0076",2,"BLZ, GTM"
"CORR0077",2,"BLZ, GTM"
"CORR0078",2,"BLZ, GTM"
"CORR0079",2,"BLZ, GTM"
"CORR0080",2,"BLZ, GTM"
"CORR0081",1,"GTM"
"CORR0082",1,"GTM"
"CORR0083",1,"GTM"
"CORR0084",1,"GTM"
"CORR0085",1,"GTM"
"CORR0086",1,"CRI"
"CORR0087",1,"CRI"
"CORR0088",1,"CRI"
"CORR0089",1,"CRI"
"CORR0090",1,"CRI"
"CORR0091",1,"PAN"
"CORR0092",1,"PAN"
"CORR0093",1,"PAN"
"CORR0094",1,"PAN"
"CORR0095",1,"PAN"
"CORR0096",1,"GTM"
"CORR0097",1,"GTM"
"CORR0098",1,"GTM"
"CORR0099",1,"GTM"
"CORR0100",1,"GTM"
"CORR0101",1,"CRI"
"CORR0102",1,"CRI"
"CORR0103",1,"CRI"
"CORR0104",1,"CRI"
"CORR0105",1,"CRI"
"CORR0106",2,"CRI, PAN"
"CORR0107",1,"CRI"
"CORR0108",1,"CRI"
"CORR0109",1,"CRI"
"CORR0110",2,"CRI, PAN"
"CORR0111",1,"CRI"
"CORR0112",1,"CRI"
"CORR0113",1,"CRI"
"CORR0114",1,"CRI"
"CORR0115",1,"CRI"
"CORR0116",1,"CRI"
"CORR0117",1,"CRI"
"CORR0118",1,"CRI"
"CORR0119",1,"CRI"
"CORR0120",1,"CRI"
"CORR0121",1,"CRI"
"CORR0122",1,"CRI"
"CORR0123",1,"CRI"
"CORR0124",1,"CRI"
"CORR0125",1,"CRI"
"CORR0126",2,"COL, PAN"
"CORR0127",2,"COL, PAN"
"CORR0128",2,"COL, PAN"
"CORR0129",1,"COL"
"CORR0130",1,"COL"
"CORR0131",1,"COL"
"CORR0132",1,"COL"
"CORR0133",1,"COL"
"CORR0134",1,"COL"
"CORR0135",1,"COL"
"CORR0136",1,"CRI"
"CORR0137",1,"CRI"
"CORR0138",1,"CRI"
"CORR0139",1,"CRI"
"CORR0140",1,"CRI"
"CORR0141",1,"PAN"
"CORR0142",1,"PAN"
"CORR0143",1,"PAN"
"CORR0144",1,"PAN"
"CORR0145",1,"PAN"
"CORR0146",1,"CRI"
"CORR0147",1,"CRI"
"CORR0148",1,"CRI"
"CORR0149",1,"CRI"
"CORR0150",1,"CRI"
"CORR0151",1,"COL"
"CORR0152",2,"COL, PAN"
"CORR0153",1,"COL"
"CORR0154",2,"COL, PAN"
"CORR0155",1,"COL"
"CORR0156",1,"COL"
"CORR0157",1,"COL"
"CORR0158",1,"COL"
"CORR0159",1,"COL"
"CORR0160",1,"COL"
"CORR0161",1,"CRI"
"CORR0162",1,"CRI"
"CORR0163",1,"CRI"
"CORR0164",1,"CRI"
"CORR0165",1,"CRI"
"CORR0166",1,"NIC"
"CORR0167",2,"CRI, NIC"
"CORR0168",2,"CRI, NIC"
"CORR0169",1,"NIC"
"CORR0170",2,"HND, NIC"
"CORR0171",2,"GTM, MEX"
"CORR0172",2,"GTM, MEX"
"CORR0173",2,"GTM, MEX"
"CORR0174",2,"GTM, MEX"
"CORR0175",2,"GTM, MEX"
"CORR0176",1,"MEX"
"CORR0177",1,"MEX"
"CORR0178",1,"MEX"
"CORR0179",1,"MEX"
"CORR0180",1,"MEX"
"CORR0181",2,"COL, PAN"
"CORR0182",2,"COL, PAN"
"CORR0183",1,"PAN"
"CORR0184",2,"COL, PAN"
"CORR0185",2,"COL, PAN"
"CORR0186",1,"PAN"
"CORR0187",1,"PAN"
"CORR0188",1,"PAN"
"CORR0189",1,"PAN"
"CORR0190",1,"PAN"
"CORR0191",1,"MEX"
"CORR0192",1,"MEX"
"CORR0193",1,"MEX"
"CORR0194",1,"MEX"
"CORR0195",1,"MEX"
"CORR0196",1,"CRI"
"CORR0197",1,"CRI"
"CORR0198",2,"CRI, PAN"
"CORR0199",1,"CRI"
"CORR0200",1,"CRI"
"CORR0201",1,"CRI"
"CORR0202",1,"CRI"
"CORR0203",1,"CRI"
"CORR0204",1,"CRI"
"CORR0205",1,"CRI"
"CORR0206",1,"PAN"
"CORR0207",1,"PAN"
"CORR0208",1,"PAN"
"CORR0209",1,"PAN"
"CORR0210",1,"PAN"
"CORR0211",1,"PAN"
"CORR0212",1,"PAN"
"CORR0213",1,"PAN"
"CORR0214",1,"PAN"
"CORR0215",1,"PAN"
"CORR0216",1,"PAN"
"CORR0217",1,"PAN"
"CORR0218",1,"PAN"
"CORR0219",1,"PAN"
"CORR0220",1,"PAN"
"CORR0221",1,"PAN"
"CORR0222",1,"PAN"
"CORR0223",1,"PAN"
"CORR0224",1,"PAN"
"CORR0225",1,"PAN"
"CORR0226",2,"GTM, MEX"
"CORR0227",2,"GTM, MEX"
"CORR0228",2,"GTM, MEX"
"CORR0229",2,"GTM, MEX"
"CORR0230",2,"GTM, MEX"
"CORR0231",1,"HND"
"CORR0232",1,"HND"
"CORR0233",1,"HND"
"CORR0234",1,"HND"
"CORR0235",1,"HND"
"CORR0236",1,"HND"
"CORR0237",1,"HND"
"CORR0238",1,"HND"
"CORR0239",1,"HND"
"CORR0240",1,"HND"
"CORR0241",1,"HND"
"CORR0242",1,"HND"
"CORR0243",1,"HND"
"CORR0244",2,"GTM, HND"
"CORR0245",1,"HND"
"CORR0246",1,"HND"
"CORR0247",1,"HND"
"CORR0248",2,"GTM, HND"
"CORR0249",2,"GTM, HND"
"CORR0250",1,"HND"
"CORR0251",1,"HND"
"CORR0252",1,"HND"
"CORR0253",1,"HND"
"CORR0254",1,"HND"
"CORR0255",1,"HND"
"CORR0256",1,"COL"
"CORR0257",1,"COL"
"CORR0258",1,"COL"
"CORR0259",1,"COL"
"CORR0260",1,"COL"
"CORR0261",1,"PAN"
"CORR0262",1,"PAN"
"CORR0263",1,"PAN"
"CORR0264",1,"PAN"
"CORR0265",2,"CRI, PAN"
"CORR0266",2,"GTM, MEX"
"CORR0267",1,"GTM"
"CORR0268",2,"GTM, MEX"
"CORR0269",2,"BLZ, GTM"
"CORR0270",1,"GTM"
"CORR0271",2,"GTM, MEX"
"CORR0272",2,"GTM, MEX"
"CORR0273",2,"GTM, MEX"
"CORR0274",2,"GTM, MEX"
"CORR0275",2,"GTM, MEX"
"CORR0276",2,"GTM, MEX"
"CORR0277",2,"GTM, MEX"
"CORR0278",2,"GTM, MEX"
"CORR0279",2,"GTM, MEX"
"CORR0280",2,"GTM, MEX"
"CORR0281",2,"GTM, MEX"
"CORR0282",2,"GTM, MEX"
"CORR0283",2,"GTM, MEX"
"CORR0284",2,"GTM, MEX"
"CORR0285",2,"GTM, MEX"
"CORR0286",2,"GTM, MEX"
"CORR0287",2,"GTM, MEX"
"CORR0288",2,"GTM, MEX"
"CORR0289",2,"GTM, MEX"
"CORR0290",2,"GTM, MEX"
"CORR0291",2,"GTM, MEX"
"CORR0292",2,"GTM, MEX"
"CORR0293",2,"GTM, MEX"
"CORR0294",2,"GTM, MEX"
"CORR0295",2,"GTM, MEX"
"CORR0296",2,"GTM, HND"
"CORR0297",2,"GTM, HND"
"CORR0298",1,"GTM"
"CORR0299",2,"GTM, HND"
"CORR0300",1,"GTM"
"CORR0301",1,"GTM"
"CORR0302",1,"GTM"
"CORR0303",1,"GTM"
"CORR0304",2,"GTM, MEX"
"CORR0305",1,"GTM"
"CORR0306",1,"HND"
"CORR0307",1,"HND"
"CORR0308",1,"HND"
"CORR0309",1,"HND"
"CORR0310",1,"HND"
"CORR0311",1,"CRI"
"CORR0312",1,"CRI"
"CORR0313",1,"CRI"
"CORR0314",1,"CRI"
"CORR0315",1,"CRI"
"CORR0316",1,"CRI"
"CORR0317",1,"CRI"
"CORR0318",1,"CRI"
"CORR0319",2,"CRI, PAN"
"CORR0320",1,"CRI"
"CORR0321",1,"CRI"
"CORR0322",1,"CRI"
"CORR0323",1,"CRI"
"CORR0324",1,"CRI"
"CORR0325",1,"CRI"
"CORR0326",2,"BLZ, GTM"
"CORR0327",3,"BLZ, GTM, HND"
"CORR0328",2,"BLZ, GTM"
"CORR0329",3,"BLZ, GTM, HND"
"CORR0330",2,"BLZ, GTM"
"CORR0331",1,"PAN"
"CORR0332",1,"PAN"
"CORR0333",1,"PAN"
"CORR0334",1,"PAN"
"CORR0335",1,"PAN"
"CORR0336",1,"CRI"
"CORR0337",1,"CRI"
"CORR0338",1,"CRI"
"CORR0339",1,"CRI"
"CORR0340",1,"CRI"
"CORR0341",1,"HND"
"CORR0342",1,"HND"
"CORR0343",1,"HND"
"CORR0344",1,"HND"
"CORR0345",1,"HND"
"CORR0346",1,"CRI"
"CORR0347",1,"CRI"
"CORR0348",1,"CRI"
"CORR0349",1,"CRI"
"CORR0350",1,"CRI"
"CORR0351",1,"CRI"
"CORR0352",1,"CRI"
"CORR0353",1,"CRI"
"CORR0354",1,"CRI"
"CORR0355",1,"CRI"
"CORR0356",1,"CRI"
"CORR0357",1,"CRI"
"CORR0358",1,"CRI"
"CORR0359",1,"CRI"
"CORR0360",1,"CRI"
"CORR0361",3,"BLZ, GTM, HND"
"CORR0362",3,"BLZ, GTM, HND"
"CORR0363",3,"BLZ, GTM, HND"
"CORR0364",3,"BLZ, GTM, HND"
"CORR0365",3,"BLZ, GTM, HND"
"CORR0366",2,"BLZ, GTM"
"CORR0367",3,"BLZ, GTM, HND"
"CORR0368",3,"BLZ, GTM, HND"
"CORR0369",3,"BLZ, GTM, HND"
"CORR0370",2,"BLZ, GTM"
"CORR0371",3,"BLZ, GTM, HND"
"CORR0372",2,"BLZ, GTM"
"CORR0373",2,"BLZ, GTM"
"CORR0374",2,"BLZ, GTM"
"CORR0375",2,"BLZ, GTM"
"CORR0376",3,"BLZ, GTM, HND"
"CORR0377",3,"BLZ, GTM, HND"
"CORR0378",3,"BLZ, GTM, HND"
"CORR0379",2,"BLZ, GTM"
"CORR0380",3,"BLZ, GTM, HND"
"CORR0381",3,"BLZ, GTM, HND"
"CORR0382",2,"BLZ, GTM"
"CORR0383",3,"BLZ, GTM, HND"
"CORR0384",3,"BLZ, GTM, HND"
"CORR0385",3,"BLZ, GTM, HND"
"CORR0386",2,"GTM, MEX"
"CORR0387",2,"GTM, MEX"
"CORR0388",1,"GTM"
"CORR0389",2,"GTM, MEX"
"CORR0390",2,"GTM, MEX"
"CORR0391",2,"GTM, MEX"
"CORR0392",2,"GTM, MEX"
"CORR0393",1,"GTM"
"CORR0394",2,"GTM, MEX"
"CORR0395",2,"GTM, MEX"
"CORR0396",2,"GTM, MEX"
"CORR0397",2,"GTM, MEX"
"CORR0398",2,"GTM, MEX"
"CORR0399",2,"GTM, MEX"
"CORR0400",2,"GTM, MEX"
"CORR0401",1,"GTM"
"CORR0402",1,"GTM"
"CORR0403",1,"GTM"
"CORR0404",1,"GTM"
"CORR0405",1,"GTM"
"CORR0406",1,"GTM"
"CORR0407",1,"GTM"
"CORR0408",1,"GTM"
"CORR0409",1,"GTM"
"CORR0410",1,"GTM"
"CORR0411",1,"CRI"
"CORR0412",1,"CRI"
"CORR0413",1,"CRI"
"CORR0414",1,"CRI"
"CORR0415",1,"CRI"
"CORR0416",1,"HND"
"CORR0417",1,"HND"
"CORR0418",1,"HND"
"CORR0419",1,"HND"
"CORR0420",1,"HND"
"CORR0421",1,"CRI"
"CORR0422",1,"CRI"
"CORR0423",1,"CRI"
"CORR0424",1,"CRI"
"CORR0425",1,"CRI"
"CORR0426",1,"NIC"
"CORR0427",1,"NIC"
"CORR0428",2,"HND, NIC"
"CORR0429",2,"HND, NIC"
"CORR0430",2,"HND, NIC"
"CORR0431",3,"BLZ, GTM, HND"
"CORR0432",3,"BLZ, GTM, HND"
"CORR0433",3,"BLZ, GTM, HND"
"CORR0434",3,"BLZ, GTM, HND"
"CORR0435",3,"BLZ, GTM, HND"
"CORR0436",3,"BLZ, GTM, HND"
"CORR0437",2,"BLZ, GTM"
"CORR0438",3,"BLZ, GTM, HND"
"CORR0439",2,"BLZ, GTM"
"CORR0440",3,"BLZ, GTM, HND"
"CORR0441",3,"BLZ, GTM, HND"
"CORR0442",3,"BLZ, GTM, HND"
"CORR0443",3,"BLZ, GTM, HND"
"CORR0444",3,"BLZ, GTM, HND"
"CORR0445",3,"BLZ, GTM, HND"
"CORR0446",1,"PAN"
"CORR0447",1,"PAN"
"CORR0448",1,"PAN"
"CORR0449",1,"PAN"
"CORR0450",1,"PAN"
"CORR0451",1,"CRI"
"CORR0452",1,"CRI"
"CORR0453",1,"CRI"
"CORR0454",1,"CRI"
"CORR0455",1,"CRI"
"CORR0456",2,"BLZ, GTM"
"CORR0457",2,"BLZ, GTM"
"CORR0458",2,"BLZ, GTM"
"CORR0459",2,"BLZ, GTM"
"CORR0460",2,"BLZ, GTM"
"CORR0461",1,"CRI"
"CORR0462",1,"CRI"
"CORR0463",1,"CRI"
"CORR0464",1,"CRI"
"CORR0465",1,"CRI"
"CORR0466",3,"BLZ, GTM, HND"
"CORR0467",2,"BLZ, GTM"
"CORR0468",3,"BLZ, GTM, HND"
"CORR0469",3,"BLZ, GTM, HND"
"CORR0470",2,"BLZ, GTM"
"CORR0471",1,"GTM"
"CORR0472",1,"GTM"
"CORR0473",1,"GTM"
"CORR0474",1,"GTM"
"CORR0475",1,"GTM"
"CORR0476",1,"HND"
"CORR0477",1,"HND"
"CORR0478",1,"HND"
"CORR0479",1,"HND"
"CORR0480",1,"HND"
"CORR0481",1,"COL"
"CORR0482",1,"COL"
"CORR0483",1,"COL"
"CORR0484",1,"COL"
"CORR0485",1,"COL"
"CORR0486",1,"COL"
"CORR0487",1,"COL"
"CORR0488",1,"COL"
"CORR0489",1,"COL"
"CORR0490",1,"COL"
"CORR0491",1,"COL"
"CORR0492",1,"COL"
"CORR0493",1,"COL"
"CORR0494",1,"COL"
"CORR0495",1,"COL"
"CORR0496",1,"SLV"
"CORR0497",2,"GTM, SLV"
"CORR0498",3,"GTM, HND, SLV"
"CORR0499",2,"GTM, SLV"
"CORR0500",3,"GTM, HND, SLV"
"CORR0501",2,"COL, PAN"
"CORR0502",1,"COL"
"CORR0503",2,"COL, PAN"
"CORR0504",1,"COL"
"CORR0505",1,"COL"
"CORR0506",1,"COL"
"CORR0507",1,"COL"
"CORR0508",1,"COL"
"CORR0509",1,"COL"
"CORR0510",1,"COL"
"CORR0511",1,"SLV"
"CORR0512",1,"SLV"
"CORR0513",1,"SLV"
"CORR0514",2,"GTM, SLV"
"CORR0515",2,"GTM, SLV"
"CORR0516",1,"COL"
"CORR0517",1,"COL"
"CORR0518",1,"COL"
"CORR0519",1,"COL"
"CORR0520",1,"COL"
"CORR0521",2,"COL, PAN"
"CORR0522",1,"COL"
"CORR0523",2,"COL, PAN"
"CORR0524",1,"COL"
"CORR0525",1,"COL"
"CORR0526",1,"HND"
"CORR0527",1,"HND"
"CORR0528",1,"HND"
"CORR0529",1,"HND"
"CORR0530",1,"HND"
"CORR0531",1,"HND"
"CORR0532",1,"HND"
"CORR0533",1,"HND"
"CORR0534",1,"HND"
"CORR0535",1,"HND"
"CORR0536",1,"PAN"
"CORR0537",1,"PAN"
"CORR0538",1,"PAN"
"CORR0539",1,"PAN"
"CORR0540",1,"PAN"
"CORR0541",1,"HND"
"CORR0542",1,"HND"
"CORR0543",1,"HND"
"CORR0544",1,"HND"
"CORR0545",2,"GTM, HND"
"CORR0546",1,"GTM"
"CORR0547",1,"GTM"
"CORR0548",1,"GTM"
"CORR0549",1,"GTM"
"CORR0550",1,"GTM"
"CORR0551",1,"COL"
"CORR0552",1,"COL"
"CORR0553",1,"COL"
"CORR0554",1,"COL"
"CORR0555",1,"COL"
"CORR0556",1,"GTM"
"CORR0557",1,"GTM"
"CORR0558",1,"GTM"
"CORR0559",1,"GTM"
"CORR0560",1,"GTM"
"CORR0561",1,"PAN"
"CORR0562",1,"PAN"
"CORR0563",1,"PAN"
"CORR0564",1,"PAN"
"CORR0565",1,"PAN"
"CORR0566",1,"PAN"
"CORR0567",1,"PAN"
"CORR0568",1,"PAN"
"CORR0569",1,"PAN"
"CORR0570",1,"PAN"
"CORR0571",1,"PAN"
"CORR0572",1,"PAN"
"CORR0573",1,"PAN"
"CORR0574",1,"PAN"
"CORR0575",1,"PAN"
"CORR0576",1,"PAN"
"CORR0577",1,"PAN"
"CORR0578",1,"PAN"
"CORR0579",1,"PAN"
"CORR0580",1,"PAN"
"CORR0581",1,"MEX"
"CORR0582",1,"MEX"
"CORR0583",1,"MEX"
"CORR0584",1,"MEX"
"CORR0585",1,"MEX"
"CORR0586",1,"MEX"
"CORR0587",1,"MEX"
"CORR0588",1,"MEX"
"CORR0589",1,"MEX"
"CORR0590",1,"MEX"
"CORR0591",2,"GTM, MEX"
"CORR0592",2,"GTM, MEX"
"CORR0593",2,"GTM, MEX"
"CORR0594",2,"GTM, MEX"
"CORR0595",2,"GTM, MEX"
"CORR0596",2,"GTM, MEX"
"CORR0597",2,"GTM, MEX"
"CORR0598",1,"GTM"
"CORR0599",2,"GTM, MEX"
"CORR0600",2,"GTM, MEX"
"CORR0601",1,"GTM"
"CORR0602",1,"GTM"
"CORR0603",1,"GTM"
"CORR0604",1,"GTM"
"CORR0605",1,"GTM"
"CORR0606",1,"GTM"
"CORR0607",1,"GTM"
"CORR0608",1,"GTM"
"CORR0609",1,"GTM"
"CORR0610",1,"GTM"
"CORR0611",1,"GTM"
"CORR0612",1,"GTM"
"CORR0613",1,"GTM"
"CORR0614",1,"GTM"
"CORR0615",1,"GTM"
"CORR0616",2,"GTM, HND"
"CORR0617",2,"GTM, HND"
"CORR0618",2,"GTM, HND"
"CORR0619",1,"GTM"
"CORR0620",1,"GTM"
"CORR0621",2,"CRI, NIC"
